"activity" "subject_id" "feature" "mean_value"
"LAYING" 15 "fBodyAccMag_std" -0.94550856
"LAYING" 15 "fBodyBodyAccJerkMag_mean" -0.973681222777778
"LAYING" 15 "fBodyBodyAccJerkMag_std" -0.972530077916667
"LAYING" 15 "fBodyBodyGyroJerkMag_mean" -0.975727853888889
"LAYING" 15 "fBodyBodyGyroJerkMag_std" -0.972645710694444
"LAYING" 15 "fBodyBodyGyroMag_mean" -0.946812642361111
"LAYING" 15 "fBodyBodyGyroMag_std" -0.923682244861111
"LAYING" 15 "fBodyGyro_mean_X" -0.955413596111111
"LAYING" 15 "fBodyGyro_mean_Y" -0.964310893611111
"LAYING" 15 "fBodyGyro_mean_Z" -0.958190099861111
"LAYING" 15 "fBodyGyro_std_X" -0.958224495416667
"LAYING" 15 "fBodyGyro_std_Y" -0.959991907083333
"LAYING" 15 "fBodyGyro_std_Z" -0.960015831111111
"LAYING" 15 "tBodyAcc_mean_X" 0.2894756525
"LAYING" 15 "tBodyAcc_mean_Y" -0.0166296542054167
"LAYING" 15 "tBodyAcc_mean_Z" -0.118530240291667
"LAYING" 15 "tBodyAcc_std_X" -0.972255551527778
"LAYING" 15 "tBodyAcc_std_Y" -0.962759422361111
"LAYING" 15 "tBodyAcc_std_Z" -0.929586835277778
"LAYING" 15 "tBodyAccJerk_mean_X" 0.0767515438611111
"LAYING" 15 "tBodyAccJerk_mean_Y" 0.0123984271386111
"LAYING" 15 "tBodyAccJerk_mean_Z" -0.00443927981861111
"LAYING" 15 "tBodyAccJerk_std_X" -0.981739386805556
"LAYING" 15 "tBodyAccJerk_std_Y" -0.970921587777778
"LAYING" 15 "tBodyAccJerk_std_Z" -0.978402956527778
"LAYING" 15 "tBodyAccJerkMag_mean" -0.979890228194444
"LAYING" 15 "tBodyAccJerkMag_std" -0.973644462777778
"LAYING" 15 "tBodyAccMag_mean" -0.955340661527778
"LAYING" 15 "tBodyAccMag_std" -0.943314107916667
"LAYING" 15 "tBodyGyro_mean_X" -0.0168300887791667
"LAYING" 15 "tBodyGyro_mean_Y" -0.0619700871944444
"LAYING" 15 "tBodyGyro_mean_Z" 0.113451899791667
"LAYING" 15 "tBodyGyro_std_X" -0.957167680694444
"LAYING" 15 "tBodyGyro_std_Y" -0.961142911805556
"LAYING" 15 "tBodyGyro_std_Z" -0.956537051666667
"LAYING" 15 "tBodyGyroJerk_mean_X" -0.102266714236111
"LAYING" 15 "tBodyGyroJerk_mean_Y" -0.0415878968152778
"LAYING" 15 "tBodyGyroJerk_mean_Z" -0.0624334556236111
"LAYING" 15 "tBodyGyroJerk_std_X" -0.97392395125
"LAYING" 15 "tBodyGyroJerk_std_Y" -0.980482834444444
"LAYING" 15 "tBodyGyroJerk_std_Z" -0.980112732777778
"LAYING" 15 "tBodyGyroJerkMag_mean" -0.983235025416667
"LAYING" 15 "tBodyGyroJerkMag_std" -0.973650041666667
"LAYING" 15 "tBodyGyroMag_mean" -0.944605127222222
"LAYING" 15 "tBodyGyroMag_std" -0.924043007638889
"LAYING" 15 "tGravityAcc_mean_X" -0.1719930545
"LAYING" 15 "tGravityAcc_mean_Y" 0.899242553055556
"LAYING" 15 "tGravityAcc_mean_Z" -0.0369192905555556
"LAYING" 15 "tGravityAcc_std_X" -0.961509742916667
"LAYING" 15 "tGravityAcc_std_Y" -0.986036192361111
"LAYING" 15 "tGravityAcc_std_Z" -0.950710357083333
"LAYING" 15 "tGravityAccMag_mean" -0.955340661527778
"LAYING" 15 "tGravityAccMag_std" -0.943314107916667
"LAYING" 16 "fBodyAcc_mean_X" -0.980213187428571
"LAYING" 16 "fBodyAcc_mean_Y" -0.963635575142857
"LAYING" 16 "fBodyAcc_mean_Z" -0.974580069142857
"LAYING" 16 "fBodyAcc_std_X" -0.971409075142857
"LAYING" 16 "fBodyAcc_std_Y" -0.937083636714286
"LAYING" 16 "fBodyAcc_std_Z" -0.962524372714286
"LAYING" 16 "fBodyAccJerk_mean_X" -0.988580046285714
"LAYING" 16 "fBodyAccJerk_mean_Y" -0.984752927142857
"LAYING" 16 "fBodyAccJerk_mean_Z" -0.985544945285714
"LAYING" 16 "fBodyAccJerk_std_X" -0.989287359142857
"LAYING" 16 "fBodyAccJerk_std_Y" -0.986215013
"LAYING" 16 "fBodyAccJerk_std_Z" -0.988348904571429
"LAYING" 16 "fBodyAccMag_mean" -0.968020521285714
"LAYING" 16 "fBodyAccMag_std" -0.958111895857143
"LAYING" 16 "fBodyBodyAccJerkMag_mean" -0.987514525142857
"LAYING" 16 "fBodyBodyAccJerkMag_std" -0.98724716
"LAYING" 16 "fBodyBodyGyroJerkMag_mean" -0.988695277714286
"LAYING" 16 "fBodyBodyGyroJerkMag_std" -0.988058401142857
"LAYING" 16 "fBodyBodyGyroMag_mean" -0.970249638857143
"LAYING" 16 "fBodyBodyGyroMag_std" -0.958975084
"LAYING" 16 "fBodyGyro_mean_X" -0.975892407428571
"LAYING" 16 "fBodyGyro_mean_Y" -0.976092920571429
"LAYING" 16 "fBodyGyro_mean_Z" -0.985957788
"LAYING" 16 "fBodyGyro_std_X" -0.977509583571429
"LAYING" 16 "fBodyGyro_std_Y" -0.968135251857143
"LAYING" 16 "fBodyGyro_std_Z" -0.985730995857143
"LAYING" 16 "tBodyAcc_mean_X" 0.274227162571429
"LAYING" 16 "tBodyAcc_mean_Y" -0.0166103510562857
"LAYING" 16 "tBodyAcc_mean_Z" -0.107310493242857
"LAYING" 16 "tBodyAcc_std_X" -0.973691429428571
"LAYING" 16 "tBodyAcc_std_Y" -0.943061150285714
"LAYING" 16 "tBodyAcc_std_Z" -0.965490276285714
"LAYING" 16 "tBodyAccJerk_mean_X" 0.0783960268571429
"LAYING" 16 "tBodyAccJerk_mean_Y" 0.0132805054325714
"LAYING" 16 "tBodyAccJerk_mean_Z" -0.00154105089764286
"LAYING" 16 "tBodyAccJerk_std_X" -0.988416723857143
"LAYING" 16 "tBodyAccJerk_std_Y" -0.984867286857143
"LAYING" 16 "tBodyAccJerk_std_Z" -0.987644127
"LAYING" 16 "tBodyAccJerkMag_mean" -0.988349656571429
"LAYING" 16 "tBodyAccJerkMag_std" -0.987891003571429
"LAYING" 16 "tBodyAccMag_mean" -0.961834634857143
"LAYING" 16 "tBodyAccMag_std" -0.957895927714286
"LAYING" 16 "tBodyGyro_mean_X" -0.0161545406857143
"LAYING" 16 "tBodyGyro_mean_Y" -0.113675060885714
"LAYING" 16 "tBodyGyro_mean_Z" 0.0966210349428571
"LAYING" 16 "tBodyGyro_std_X" -0.977010769857143
"LAYING" 16 "tBodyGyro_std_Y" -0.970747514
"LAYING" 16 "tBodyGyro_std_Z" -0.984781484857143
"LAYING" 16 "tBodyGyroJerk_mean_X" -0.1022095722
"LAYING" 16 "tBodyGyroJerk_mean_Y" -0.0347735325871429
"LAYING" 16 "tBodyGyroJerk_mean_Z" -0.0576790435142857
"LAYING" 16 "tBodyGyroJerk_std_X" -0.985835459428571
"LAYING" 16 "tBodyGyroJerk_std_Y" -0.989046576
"LAYING" 16 "tBodyGyroJerk_std_Z" -0.994465157714286
"LAYING" 16 "tBodyGyroJerkMag_mean" -0.990839526285714
"LAYING" 16 "tBodyGyroJerkMag_std" -0.988212425428571
"LAYING" 16 "tBodyGyroMag_mean" -0.951777099571429
"LAYING" 16 "tBodyGyroMag_std" -0.959020036285714
"LAYING" 16 "tGravityAcc_mean_X" -0.206783742242857
"LAYING" 16 "tGravityAcc_mean_Y" -0.0199270225714286
"LAYING" 16 "tGravityAcc_mean_Z" 0.893884468571429
"LAYING" 16 "tGravityAcc_std_X" -0.963761977857143
"LAYING" 16 "tGravityAcc_std_Y" -0.966087103857143
"LAYING" 16 "tGravityAcc_std_Z" -0.967886002
"LAYING" 16 "tGravityAccMag_mean" -0.961834634857143
"LAYING" 16 "tGravityAccMag_std" -0.957895927714286
"LAYING" 17 "fBodyAcc_mean_X" -0.974359280140845
"LAYING" 17 "fBodyAcc_mean_Y" -0.954648102253521
"LAYING" 17 "fBodyAcc_mean_Z" -0.965406091549296
"LAYING" 17 "fBodyAcc_std_X" -0.972438525352113
"LAYING" 17 "fBodyAcc_std_Y" -0.942791615915493
"LAYING" 17 "fBodyAcc_std_Z" -0.950116956478873
"LAYING" 17 "fBodyAccJerk_mean_X" -0.98147206915493
"LAYING" 17 "fBodyAccJerk_mean_Y" -0.977212387746479
"LAYING" 17 "fBodyAccJerk_mean_Z" -0.98038005915493
"LAYING" 17 "fBodyAccJerk_std_X" -0.983213244366197
"LAYING" 17 "fBodyAccJerk_std_Y" -0.978343915774648
"LAYING" 17 "fBodyAccJerk_std_Z" -0.983854158873239
"LAYING" 17 "fBodyAccMag_mean" -0.961046326338028
"LAYING" 17 "fBodyAccMag_std" -0.949042531690141
"LAYING" 17 "fBodyBodyAccJerkMag_mean" -0.979687318732394
"LAYING" 17 "fBodyBodyAccJerkMag_std" -0.979657231408451
"LAYING" 17 "fBodyBodyGyroJerkMag_mean" -0.982765526478873
"LAYING" 17 "fBodyBodyGyroJerkMag_std" -0.981983437605634
"LAYING" 17 "fBodyBodyGyroMag_mean" -0.969014444788732
"LAYING" 17 "fBodyBodyGyroMag_std" -0.96002383915493
"LAYING" 17 "fBodyGyro_mean_X" -0.971949211126761
"LAYING" 17 "fBodyGyro_mean_Y" -0.973669098591549
"LAYING" 17 "fBodyGyro_mean_Z" -0.976164852112676
"LAYING" 17 "fBodyGyro_std_X" -0.977203498309859
"LAYING" 17 "fBodyGyro_std_Y" -0.970627806901408
"LAYING" 17 "fBodyGyro_std_Z" -0.978357126056338
"LAYING" 17 "tBodyAcc_mean_X" 0.269780085577465
"LAYING" 17 "tBodyAcc_mean_Y" -0.0168462006729577
"LAYING" 17 "tBodyAcc_mean_Z" -0.107006279704225
"LAYING" 17 "tBodyAcc_std_X" -0.972960567323944
"LAYING" 17 "tBodyAcc_std_Y" -0.944792875211268
"LAYING" 17 "tBodyAcc_std_Z" -0.953476700140845
"LAYING" 17 "tBodyAccJerk_mean_X" 0.077908974656338
"LAYING" 17 "tBodyAccJerk_mean_Y" 0.00706867100408451
"LAYING" 17 "tBodyAccJerk_mean_Z" -0.000143542544507042
"LAYING" 17 "tBodyAccJerk_std_X" -0.981489017183099
"LAYING" 17 "tBodyAccJerk_std_Y" -0.976960542816901
"LAYING" 17 "tBodyAccJerk_std_Z" -0.98281300056338
"LAYING" 17 "tBodyAccJerkMag_mean" -0.981607627887324
"LAYING" 17 "tBodyAccJerkMag_std" -0.980126745352113
"LAYING" 17 "tBodyAccMag_mean" -0.953021411126761
"LAYING" 17 "tBodyAccMag_std" -0.948257993521127
"LAYING" 17 "tBodyGyro_mean_X" -0.0234756467113239
"LAYING" 17 "tBodyGyro_mean_Y" -0.0944580192535211
"LAYING" 17 "tBodyGyro_mean_Z" 0.111440490309859
"LAYING" 17 "tBodyGyro_std_X" -0.975893061830986
"LAYING" 17 "tBodyGyro_std_Y" -0.971484336197183
"LAYING" 17 "tBodyGyro_std_Z" -0.976200771267606
"LAYING" 17 "tBodyGyroJerk_mean_X" -0.102049763957746
"LAYING" 17 "tBodyGyroJerk_mean_Y" -0.0361961143943662
"LAYING" 17 "tBodyGyroJerk_mean_Z" -0.0604927046338028
"LAYING" 17 "tBodyGyroJerk_std_X" -0.980792372112676
"LAYING" 17 "tBodyGyroJerk_std_Y" -0.983135596619718
"LAYING" 17 "tBodyGyroJerk_std_Z" -0.988221713380282
"LAYING" 17 "tBodyGyroJerkMag_mean" -0.985542411126761
"LAYING" 17 "tBodyGyroJerkMag_std" -0.982038121126761
"LAYING" 17 "tBodyGyroMag_mean" -0.960733121690141
"LAYING" 17 "tBodyGyroMag_std" -0.959325498732394
"LAYING" 17 "tGravityAcc_mean_X" -0.19913309
"LAYING" 17 "tGravityAcc_mean_Y" 0.658792072253521
"LAYING" 17 "tGravityAcc_mean_Z" 0.722657502112676
"LAYING" 17 "tGravityAcc_std_X" -0.961063222394366
"LAYING" 17 "tGravityAcc_std_Y" -0.961466681267606
"LAYING" 17 "tGravityAcc_std_Z" -0.957164565211268
"LAYING" 17 "tGravityAccMag_mean" -0.953021411126761
"LAYING" 17 "tGravityAccMag_std" -0.948257993521127
"LAYING" 18 "fBodyAcc_mean_X" -0.985179972153846
"LAYING" 18 "fBodyAcc_mean_Y" -0.984909884615385
"LAYING" 18 "fBodyAcc_mean_Z" -0.988606906307692
"LAYING" 18 "fBodyAcc_std_X" -0.984321858307692
"LAYING" 18 "fBodyAcc_std_Y" -0.986746450769231
"LAYING" 18 "fBodyAcc_std_Z" -0.987224804307692
"LAYING" 18 "fBodyAccJerk_mean_X" -0.986404709384615
"LAYING" 18 "fBodyAccJerk_mean_Y" -0.985865325230769
"LAYING" 18 "fBodyAccJerk_mean_Z" -0.989116865846154
"LAYING" 18 "fBodyAccJerk_std_X" -0.986641245846154
"LAYING" 18 "fBodyAccJerk_std_Y" -0.986210701230769
"LAYING" 18 "fBodyAccJerk_std_Z" -0.990744752923077
"LAYING" 18 "fBodyAccMag_mean" -0.986788412
"LAYING" 18 "fBodyAccMag_std" -0.987648484461539
"LAYING" 18 "fBodyBodyAccJerkMag_mean" -0.988548418307692
"LAYING" 18 "fBodyBodyAccJerkMag_std" -0.989710656769231
"LAYING" 18 "fBodyBodyGyroJerkMag_mean" -0.991901007538462
"LAYING" 18 "fBodyBodyGyroJerkMag_std" -0.992737961692308
"LAYING" 18 "fBodyBodyGyroMag_mean" -0.984329092153846
"LAYING" 18 "fBodyBodyGyroMag_std" -0.981468841692308
"LAYING" 18 "fBodyGyro_mean_X" -0.992436927692308
"LAYING" 18 "fBodyGyro_mean_Y" -0.985611171384615
"LAYING" 18 "fBodyGyro_mean_Z" -0.984999291538462
"LAYING" 18 "fBodyGyro_std_X" -0.993019371692308
"LAYING" 18 "fBodyGyro_std_Y" -0.983457774923077
"LAYING" 18 "fBodyGyro_std_Z" -0.986483048153846
"LAYING" 18 "tBodyAcc_mean_X" 0.274691576923077
"LAYING" 18 "tBodyAcc_mean_Y" -0.0173937684615385
"LAYING" 18 "tBodyAcc_mean_Z" -0.107698927907692
"LAYING" 18 "tBodyAcc_std_X" -0.984527649230769
"LAYING" 18 "tBodyAcc_std_Y" -0.986160920923077
"LAYING" 18 "tBodyAcc_std_Z" -0.987658662307692
"LAYING" 18 "tBodyAccJerk_mean_X" 0.0749985010769231
"LAYING" 18 "tBodyAccJerk_mean_Y" 0.0117018961415385
"LAYING" 18 "tBodyAccJerk_mean_Z" -0.00121344813430769
"LAYING" 18 "tBodyAccJerk_std_X" -0.985921071076923
"LAYING" 18 "tBodyAccJerk_std_Y" -0.985554339384615
"LAYING" 18 "tBodyAccJerk_std_Z" -0.990660246153846
"LAYING" 18 "tBodyAccJerkMag_mean" -0.98832154
"LAYING" 18 "tBodyAccJerkMag_std" -0.989526277538462
"LAYING" 18 "tBodyAccMag_mean" -0.986456241538462
"LAYING" 18 "tBodyAccMag_std" -0.986464542615385
"LAYING" 18 "tBodyGyro_mean_X" -0.02517618068
"LAYING" 18 "tBodyGyro_mean_Y" -0.0837587308153846
"LAYING" 18 "tBodyGyro_mean_Z" 0.0937781948153846
"LAYING" 18 "tBodyGyro_std_X" -0.992872598
"LAYING" 18 "tBodyGyro_std_Y" -0.984202872923077
"LAYING" 18 "tBodyGyro_std_Z" -0.985108386307692
"LAYING" 18 "tBodyGyroJerk_mean_X" -0.0997154236307692
"LAYING" 18 "tBodyGyroJerk_mean_Y" -0.0393440191846154
"LAYING" 18 "tBodyGyroJerk_mean_Z" -0.0593135986615385
"LAYING" 18 "tBodyGyroJerk_std_X" -0.996104441384615
"LAYING" 18 "tBodyGyroJerk_std_Y" -0.990547638769231
"LAYING" 18 "tBodyGyroJerk_std_Z" -0.992548101846154
"LAYING" 18 "tBodyGyroJerkMag_mean" -0.993095122615385
"LAYING" 18 "tBodyGyroJerkMag_std" -0.992153054
"LAYING" 18 "tBodyGyroMag_mean" -0.980740846769231
"LAYING" 18 "tBodyGyroMag_std" -0.980560877846154
"LAYING" 18 "tGravityAcc_mean_X" -0.220600509076923
"LAYING" 18 "tGravityAcc_mean_Y" 0.719755403692308
"LAYING" 18 "tGravityAcc_mean_Z" 0.605495317692308
"LAYING" 18 "tGravityAcc_std_X" -0.982715987538462
"LAYING" 18 "tGravityAcc_std_Y" -0.994093522615385
"LAYING" 18 "tGravityAcc_std_Z" -0.990957249538462
"LAYING" 18 "tGravityAccMag_mean" -0.986456241538462
"LAYING" 18 "tGravityAccMag_std" -0.986464542615385
"LAYING" 19 "fBodyAcc_mean_X" -0.97453373
"LAYING" 19 "fBodyAcc_mean_Y" -0.972798824096386
"LAYING" 19 "fBodyAcc_mean_Z" -0.985340447349398
"LAYING" 19 "fBodyAcc_std_X" -0.962085001204819
"LAYING" 19 "fBodyAcc_std_Y" -0.974832075662651
"LAYING" 19 "fBodyAcc_std_Z" -0.984740998192771
"LAYING" 19 "fBodyAccJerk_mean_X" -0.983478561807229
"LAYING" 19 "fBodyAccJerk_mean_Y" -0.974878270963855
"LAYING" 19 "fBodyAccJerk_mean_Z" -0.986506488795181
"LAYING" 19 "fBodyAccJerk_std_X" -0.985278006987952
"LAYING" 19 "fBodyAccJerk_std_Y" -0.975964111566265
"LAYING" 19 "fBodyAccJerk_std_Z" -0.988558703373494
"LAYING" 19 "fBodyAccMag_mean" -0.971957401325301
"LAYING" 19 "fBodyAccMag_std" -0.964056773975904
"LAYING" 19 "fBodyBodyAccJerkMag_mean" -0.980621564096386
"LAYING" 19 "fBodyBodyAccJerkMag_std" -0.979452188433735
"LAYING" 19 "fBodyBodyGyroJerkMag_mean" -0.981890470361446
"LAYING" 19 "fBodyBodyGyroJerkMag_std" -0.97932784746988
"LAYING" 19 "fBodyBodyGyroMag_mean" -0.965624724457831
"LAYING" 19 "fBodyBodyGyroMag_std" -0.957496024457831
"LAYING" 19 "fBodyGyro_mean_X" -0.974196217590361
"LAYING" 19 "fBodyGyro_mean_Y" -0.972061003493976
"LAYING" 19 "fBodyGyro_mean_Z" -0.97393233253012
"LAYING" 19 "fBodyGyro_std_X" -0.983944795060241
"LAYING" 19 "fBodyGyro_std_Y" -0.959831365783133
"LAYING" 19 "fBodyGyro_std_Z" -0.975417523855422
"LAYING" 19 "tBodyAcc_mean_X" 0.272653733493976
"LAYING" 19 "tBodyAcc_mean_Y" -0.0171426864421687
"LAYING" 19 "tBodyAcc_mean_Z" -0.10898146186747
"LAYING" 19 "tBodyAcc_std_X" -0.965019579518072
"LAYING" 19 "tBodyAcc_std_Y" -0.973449968554217
"LAYING" 19 "tBodyAcc_std_Z" -0.984672837228916
"LAYING" 19 "tBodyAccJerk_mean_X" 0.0772317998650602
"LAYING" 19 "tBodyAccJerk_mean_Y" 0.011149573306747
"LAYING" 19 "tBodyAccJerk_mean_Z" -0.000988690855325301
"LAYING" 19 "tBodyAccJerk_std_X" -0.983605223493976
"LAYING" 19 "tBodyAccJerk_std_Y" -0.974524522650602
"LAYING" 19 "tBodyAccJerk_std_Z" -0.988260181084337
"LAYING" 19 "tBodyAccJerkMag_mean" -0.98478434
"LAYING" 19 "tBodyAccJerkMag_std" -0.980668287831325
"LAYING" 19 "tBodyAccMag_mean" -0.96626080686747
"LAYING" 19 "tBodyAccMag_std" -0.963193489036145
"LAYING" 19 "tBodyGyro_mean_X" -0.0312072730559566
"LAYING" 19 "tBodyGyro_mean_Y" -0.0952628014096386
"LAYING" 19 "tBodyGyro_mean_Z" 0.10860511373494
"LAYING" 19 "tBodyGyro_std_X" -0.981357611445783
"LAYING" 19 "tBodyGyro_std_Y" -0.963617705662651
"LAYING" 19 "tBodyGyro_std_Z" -0.973197523855422
"LAYING" 19 "tBodyGyroJerk_mean_X" -0.0956018266746988
"LAYING" 19 "tBodyGyroJerk_mean_Y" -0.0371476597051807
"LAYING" 19 "tBodyGyroJerk_mean_Z" -0.0599161477951807
"LAYING" 19 "tBodyGyroJerk_std_X" -0.976105663493976
"LAYING" 19 "tBodyGyroJerk_std_Y" -0.984607728915663
"LAYING" 19 "tBodyGyroJerk_std_Z" -0.986958363975904
"LAYING" 19 "tBodyGyroJerkMag_mean" -0.985342497710843
"LAYING" 19 "tBodyGyroJerkMag_std" -0.980245510843374
"LAYING" 19 "tBodyGyroMag_mean" -0.953263432771084
"LAYING" 19 "tBodyGyroMag_std" -0.955906646506024
"LAYING" 19 "tGravityAcc_mean_X" -0.680043155060241
"LAYING" 19 "tGravityAcc_mean_Y" 0.725646622771084
"LAYING" 19 "tGravityAcc_mean_Z" 0.68762385253012
"LAYING" 19 "tGravityAcc_std_X" -0.958959611084337
"LAYING" 19 "tGravityAcc_std_Y" -0.986993149638554
"LAYING" 19 "tGravityAcc_std_Z" -0.988819031566265
"LAYING" 19 "tGravityAccMag_mean" -0.96626080686747
"LAYING" 19 "tGravityAccMag_std" -0.963193489036145
"LAYING" 20 "fBodyAcc_mean_X" -0.965728781617647
"LAYING" 20 "fBodyAcc_mean_Y" -0.965595958382353
"LAYING" 20 "fBodyAcc_mean_Z" -0.976392651323529
"LAYING" 20 "fBodyAcc_std_X" -0.960997907205882
"LAYING" 20 "fBodyAcc_std_Y" -0.964960988382353
"LAYING" 20 "fBodyAcc_std_Z" -0.971901324705882
"LAYING" 20 "fBodyAccJerk_mean_X" -0.983889985147059
"LAYING" 20 "fBodyAccJerk_mean_Y" -0.9772207075
"LAYING" 20 "fBodyAccJerk_mean_Z" -0.982876212058823
"LAYING" 20 "fBodyAccJerk_std_X" -0.986213883088235
"LAYING" 20 "fBodyAccJerk_std_Y" -0.978451446764706
"LAYING" 20 "fBodyAccJerk_std_Z" -0.985707806323529
"LAYING" 20 "fBodyAccMag_mean" -0.952827071323529
"LAYING" 20 "fBodyAccMag_std" -0.9418940855
"LAYING" 20 "fBodyBodyAccJerkMag_mean" -0.979695458088235
"LAYING" 20 "fBodyBodyAccJerkMag_std" -0.979565196911765
"LAYING" 20 "fBodyBodyGyroJerkMag_mean" -0.981119820588235
"LAYING" 20 "fBodyBodyGyroJerkMag_std" -0.981986152941177
"LAYING" 20 "fBodyBodyGyroMag_mean" -0.969832241176471
"LAYING" 20 "fBodyBodyGyroMag_std" -0.964205915441177
"LAYING" 20 "fBodyGyro_mean_X" -0.982619403529412
"LAYING" 20 "fBodyGyro_mean_Y" -0.973120029558823
"LAYING" 20 "fBodyGyro_mean_Z" -0.972278603529412
"LAYING" 20 "fBodyGyro_std_X" -0.985154588529412
"LAYING" 20 "fBodyGyro_std_Y" -0.973092518088235
"LAYING" 20 "fBodyGyro_std_Z" -0.974995267058824
"LAYING" 20 "tBodyAcc_mean_X" 0.239507882205882
"LAYING" 20 "tBodyAcc_mean_Y" -0.0144406281132353
"LAYING" 20 "tBodyAcc_mean_Z" -0.104274322538235
"LAYING" 20 "tBodyAcc_std_X" -0.962249114705882
"LAYING" 20 "tBodyAcc_std_Y" -0.964098180294118
"LAYING" 20 "tBodyAcc_std_Z" -0.972571998382353
"LAYING" 20 "tBodyAccJerk_mean_X" 0.0892716006470588
"LAYING" 20 "tBodyAccJerk_mean_Y" 0.00110822495382353
"LAYING" 20 "tBodyAccJerk_mean_Z" -0.00309891846569118
"LAYING" 20 "tBodyAccJerk_std_X" -0.984270728235294
"LAYING" 20 "tBodyAccJerk_std_Y" -0.977002606764706
"LAYING" 20 "tBodyAccJerk_std_Z" -0.984989224117647
"LAYING" 20 "tBodyAccJerkMag_mean" -0.984670073823529
"LAYING" 20 "tBodyAccJerkMag_std" -0.980161687058824
"LAYING" 20 "tBodyAccMag_mean" -0.960743126176471
"LAYING" 20 "tBodyAccMag_std" -0.939489444558824
"LAYING" 20 "tBodyGyro_mean_X" -0.0231760616308824
"LAYING" 20 "tBodyGyro_mean_Y" -0.0954899626029412
"LAYING" 20 "tBodyGyro_mean_Z" 0.123680209926471
"LAYING" 20 "tBodyGyro_std_X" -0.984477414264706
"LAYING" 20 "tBodyGyro_std_Y" -0.972941910294118
"LAYING" 20 "tBodyGyro_std_Z" -0.972409893529412
"LAYING" 20 "tBodyGyroJerk_mean_X" -0.0995033069117647
"LAYING" 20 "tBodyGyroJerk_mean_Y" -0.038776298
"LAYING" 20 "tBodyGyroJerk_mean_Z" -0.0610028293088235
"LAYING" 20 "tBodyGyroJerk_std_X" -0.989283577352941
"LAYING" 20 "tBodyGyroJerk_std_Y" -0.981540062058823
"LAYING" 20 "tBodyGyroJerk_std_Z" -0.986670534411765
"LAYING" 20 "tBodyGyroJerkMag_mean" -0.986749500882353
"LAYING" 20 "tBodyGyroJerkMag_std" -0.981079301617647
"LAYING" 20 "tBodyGyroMag_mean" -0.9604473725
"LAYING" 20 "tBodyGyroMag_std" -0.962153597941176
"LAYING" 20 "tGravityAcc_mean_X" -0.472431415573529
"LAYING" 20 "tGravityAcc_mean_Y" 0.864882956617647
"LAYING" 20 "tGravityAcc_mean_Z" 0.477573305
"LAYING" 20 "tGravityAcc_std_X" -0.928674215147059
"LAYING" 20 "tGravityAcc_std_Y" -0.976018476911765
"LAYING" 20 "tGravityAcc_std_Z" -0.9765185525
"LAYING" 20 "tGravityAccMag_mean" -0.960743126176471
"LAYING" 20 "tGravityAccMag_std" -0.939489444558824
"LAYING" 21 "fBodyAcc_mean_X" -0.968234375555556
"LAYING" 21 "fBodyAcc_mean_Y" -0.960069247
"LAYING" 21 "fBodyAcc_mean_Z" -0.961772190555556
"LAYING" 21 "fBodyAcc_std_X" -0.950929451222222
"LAYING" 21 "fBodyAcc_std_Y" -0.957258971111111
"LAYING" 21 "fBodyAcc_std_Z" -0.940919006555556
"LAYING" 21 "fBodyAccJerk_mean_X" -0.984188841222222
"LAYING" 21 "fBodyAccJerk_mean_Y" -0.972039417111111
"LAYING" 21 "fBodyAccJerk_mean_Z" -0.981630805333333
"LAYING" 21 "fBodyAccJerk_std_X" -0.987061376777778
"LAYING" 21 "fBodyAccJerk_std_Y" -0.973164432777778
"LAYING" 21 "fBodyAccJerk_std_Z" -0.984925270666667
"LAYING" 21 "fBodyAccMag_mean" -0.953769071222222
"LAYING" 21 "fBodyAccMag_std" -0.944449070888889
"LAYING" 21 "fBodyBodyAccJerkMag_mean" -0.978444123888889
"LAYING" 21 "fBodyBodyAccJerkMag_std" -0.977604878888889
"LAYING" 21 "fBodyBodyGyroJerkMag_mean" -0.982993315111111
"LAYING" 21 "fBodyBodyGyroJerkMag_std" -0.982305117444444
"LAYING" 21 "fBodyBodyGyroMag_mean" -0.962349012888889
"LAYING" 21 "fBodyBodyGyroMag_std" -0.949736575111111
"LAYING" 21 "fBodyGyro_mean_X" -0.973410473
"LAYING" 21 "fBodyGyro_mean_Y" -0.964968005222222
"LAYING" 21 "fBodyGyro_mean_Z" -0.980811216111111
"LAYING" 21 "fBodyGyro_std_X" -0.976226919888889
"LAYING" 21 "fBodyGyro_std_Y" -0.946599855444444
"LAYING" 21 "fBodyGyro_std_Z" -0.983270707333333
"LAYING" 21 "tBodyAcc_mean_X" 0.271325472455556
"LAYING" 21 "tBodyAcc_mean_Y" -0.0184233048415556
"LAYING" 21 "tBodyAcc_mean_Z" -0.103253832233333
"LAYING" 21 "tBodyAcc_std_X" -0.955019866222222
"LAYING" 21 "tBodyAcc_std_Y" -0.956959422222222
"LAYING" 21 "tBodyAcc_std_Z" -0.945653787777778
"LAYING" 21 "tBodyAccJerk_mean_X" 0.0820150201077778
"LAYING" 21 "tBodyAccJerk_mean_Y" 0.0119943671007778
"LAYING" 21 "tBodyAccJerk_mean_Z" -0.0139053438591111
"LAYING" 21 "tBodyAccJerk_std_X" -0.984826520888889
"LAYING" 21 "tBodyAccJerk_std_Y" -0.971584753222222
"LAYING" 21 "tBodyAccJerk_std_Z" -0.983977644222222
